מטבח כשר,משופצת,"ממ""ד",מזגן תדיראן,ריהוט,גישה לנכים,מיזוג,מעלית,מחסן,סורגים,חניות,מרפסות,קומות בבנין,מצב הנכס,סוג נכס,עיר,שכונה,תיווך,חדרים,קומה,"מ""ר",מחיר
1,0,1,0,0,1,1,1,0,0,1,1,8,במצב שמור,דירה, אשדוד,"[' רובע הקריה', ' הסיטי']",1,4,4,110,"1,870,000 ₪"
1,1,0,1,0,1,1,0,0,1,1,,4,משופץ,דירה, אשדוד,[],1,3,קרקע,60,"1,265,000 ₪"
1,0,0,1,0,0,1,0,0,0,ללא,1,4,במצב שמור,דירה, אשדוד,"["" רובע ו'""]",1,3,3,81,"1,470,000 ₪"
1,0,1,1,1,1,1,1,0,0,1,1,7,במצב שמור,דירה, אשדוד,"[' רובע ט""ו']",1,3,6,75,"1,500,000 ₪"
0,0,0,1,0,1,1,1,0,0,ללא,,6,במצב שמור,דירה, אשדוד,"["" רובע ג'""]",1,3,6,87,"1,510,000 ₪"
1,1,0,0,0,0,1,0,0,0,ללא,,3,משופץ,דירה, אשדוד,[],1,2.5,3,65,"1,030,000 ₪"
1,1,1,0,0,0,1,0,0,0,2,1,2,משופץ,דופלקס, אשדוד,"[' רובע ט""ו']",1,5,1,122,"2,390,000 ₪"
1,1,1,0,1,1,1,1,1,0,1,1,22,חדש מקבלן,דירה,דירה,[],1,5,3,216,לא צוין מחיר
1,0,0,0,0,0,0,0,0,0,ללא,,1,חדש,דירת גן, אשדוד,"["" רובע א'""]",1,3,קרקע,87,"1,485,000 ₪"
1,0,0,0,0,1,1,1,0,1,ללא,,8,במצב שמור,דירה,דירה,[],1,4,8,101,"1,280,000 ₪"
1,1,1,1,0,1,1,1,1,0,1,1,19,משופץ,דירה, אשדוד,"[' רובע ט""ז']",1,4,16,130,"2,320,000 ₪"
1,1,0,0,0,0,1,0,0,0,ללא,,4,במצב שמור,דירה, אשדוד,"["" רובע א'""]",1,3.5,3,75,לא צוין מחיר
0,1,1,1,0,1,1,1,0,1,1,1,10,משופץ,גג/פנטהאוז, אשדוד,"[' רובע הקריה', ' הסיטי']",1,5,9,225,"3,190,000 ₪"
1,0,1,1,0,1,1,1,0,0,1,1,12,במצב שמור,דירה, אשדוד,"[' רובע י""א']",1,4,1,129,"2,200,000 ₪"
0,1,0,1,0,1,1,1,0,0,1,,10,משופץ,דירה, אשדוד,"["" רובע ט'""]",1,2.5,4,65,"1,200,000 ₪"
1,1,1,1,1,1,1,1,1,0,1,1,8,במצב שמור,דירה, אשדוד,[],1,4,2,144,"2,049,000 ₪"
0,1,1,1,0,0,1,1,1,0,2,1,20,חדש,דירה, אשדוד,"[' הקריה מע""ר']",1,5,12,170,"3,190,000 ₪"
0,1,0,1,0,0,1,0,0,0,ללא,,4,משופץ,דירה, אשדוד,"["" רובע ג'""]",1,3,4,60,"1,250,000 ₪"
1,1,1,0,0,1,1,1,0,1,ללא,1,7,משופץ,דירה, אשדוד,"["" רובע א'""]",1,5,3,140,"2,000,000 ₪"
0,0,1,1,0,1,1,1,1,0,1,1,14,חדש,דירה, אשדוד,"[' רובע ט""ז']",0,5,7,177,"2,950,000 ₪"
0,1,1,1,0,1,1,1,0,0,1,1,9,משופץ,דירה, אשדוד,"[' רובע י""ב']",0,6,1,210,"3,200,000 ₪"
0,1,0,0,0,0,1,1,0,0,1,,8,משופץ,דירה, אשדוד,"["" רובע ה'""]",1,4,6,106,"1,650,000 ₪"
0,1,1,1,0,1,1,1,1,0,2,1,14,משופץ,דירה, אשדוד,"["" רובע ה'""]",0,4,13,147,"2,000,000 ₪"
1,1,0,1,1,0,1,0,1,1,ללא,1,3,משופץ,גג/פנטהאוז, אשדוד,"["" רובע ג'""]",1,5,3,120,"1,600,000 ₪"
0,0,0,1,0,0,1,1,0,1,1,1,9,דרוש שיפוץ,דירה, אשדוד,"["" רובע ה'""]",1,3,9,105,"1,590,000 ₪"
0,0,1,0,0,0,1,1,1,0,1,1,9,במצב שמור,דירה, אשדוד,"[' רובע הקריה', ' הסיטי']",1,4.5,7,130,"2,200,000 ₪"
0,0,1,0,1,1,1,0,1,0,1,,7,חדש,דירת גן, אשדוד,"["" רובע ח'""]",1,4,קרקע,230,"2,300,000 ₪"
0,1,1,0,1,1,1,1,0,0,ללא,2,7,חדש,דירה, אשדוד,"["" רובע ד'""]",1,4,6,130,"1,800,000 ₪"
,,,,,0,,,0,,,,,,מגרשים,מגרשים,[],1,-,קרקע,100,"360,000 ₪"
1,0,0,0,0,0,1,1,0,0,ללא,,8,במצב שמור,דירה, אשדוד,"["" רובע א'""]",1,5,7,120,"1,950,000 ₪"
0,1,0,1,0,0,1,1,0,0,2,1,7,משופץ,דירה, אשדוד,"[' רובע י""א']",1,4,7,118,"2,199,999 ₪"
1,1,1,0,0,1,1,1,1,0,1,1,12,משופץ,דירה, אשדוד,"[' רובע ט""ז']",1,5,1,140,"2,750,000 ₪"
0,1,0,0,0,0,1,0,0,0,ללא,1,3,משופץ,דירה, אשדוד,"["" רובע י'""]",1,3,2,69,"1,300,000 ₪"
1,1,1,1,0,1,1,1,1,1,1,1,13,משופץ,דירה, אשדוד,"[' רובע הקריה', ' הסיטי']",1,4,6,130,"2,300,000 ₪"
0,0,0,0,0,0,1,0,0,0,1,1,8,משופץ,,,,1,,,,
0,1,1,1,0,1,1,1,0,0,1,2,6,משופץ,דירה, אשדוד,"[' רובע הקריה', ' הסיטי']",1,6,2,180,"3,080,000 ₪"
1,,,0,,0,,,0,,,,,,מגרשים, אשדוד,"[' רובע י""ז']",0,-,קרקע,460,"4,500,000 ₪"
0,1,0,0,0,1,1,0,1,0,1,,2,משופץ,דירת גן, אשדוד,"[' רובע י""ג']",0,4,קרקע,220,"2,490,000 ₪"
0,1,1,1,1,1,1,1,1,1,ללא,1,8,במצב שמור,דופלקס,דופלקס,[],1,4,7,111,"1,800,000 ₪"
0,0,0,1,0,0,1,1,1,1,1,,4,במצב שמור,דירה, אשדוד,"["" רובע ז'""]",0,7,4,215,"3,270,000 ₪"
0,1,1,1,0,1,1,1,1,0,2,1,11,משופץ,דירה, אשדוד,"[' רובע י""ז']",1,4,6,180,"3,500,000 ₪"
1,1,1,0,0,1,1,1,1,1,1,1,11,חדש,גג/פנטהאוז, אשדוד,"[' רובע הקריה', ' הסיטי']",1,6,10,375,"4,799,000 ₪"
0,1,1,1,0,1,1,1,1,0,1,1,8,משופץ,דירה, אשדוד,"["" רובע ח'""]",1,3.5,8,95,"1,410,000 ₪"
0,,,0,,,,,,,ללא,,,חדש מקבלן,קב' רכישה/ זכות לנכס,קב' רכישה/ זכות לנכס,[],1,-,קרקע,1000,"35,000 ₪"
0,1,1,0,0,1,1,1,0,0,ללא,,9,משופץ,דירה,דירה,[],1,4,3,130,"2,280,000 ₪"
0,0,1,0,0,0,1,1,0,0,1,,20,משופץ,דירה, אשדוד,"[' הקריה מע""ר']",1,4,10,165,"2,590,000 ₪"
0,0,1,1,0,1,1,1,0,0,ללא,,9,דרוש שיפוץ,דירה, אשדוד,"[' רובע י""ז']",1,4,7,148,"2,000,000 ₪"
0,1,1,0,0,1,1,1,1,0,1,1,17,משופץ,דירה, אשדוד,[],1,4,9,140,"2,290,000 ₪"
1,1,1,1,1,1,1,1,0,1,ללא,,7,משופץ,דירה,דירה,[],1,4.5,4,110,"1,575,000 ₪"
0,0,0,0,0,1,1,0,1,0,2,,2,משופץ,סטודיו/לופט, אשדוד,[' קרית חלוצים'],1,3,קרקע,60,"850,000 ₪"
0,1,1,1,0,1,1,1,0,0,2,1,3,משופץ,דירה, אשדוד,"[' רובע י""ז']",1,5,2,200,"3,100,000 ₪"
0,1,1,1,1,1,1,0,1,1,2,2,,משופץ,בית פרטי/קוטג', אשדוד,[],1,5,קרקע,550,לא צוין מחיר
0,1,1,0,0,1,1,1,0,0,ללא,1,7,חדש מקבלן,דירה, אשדוד,"["" רובע ב'""]",1,3,6,80,"1,170,000 ₪"
1,1,1,1,1,1,1,1,1,1,1,1,13,במצב שמור,דירה, אשדוד,"[' רובע י""א']",0,3,10,85,"1,350,000 ₪"
0,0,1,0,0,1,1,1,1,0,ללא,1,8,במצב שמור,דירה, אשדוד,"[' רובע י""ב']",0,3.5,3,113,"1,989,000 ₪"
0,0,0,0,1,0,1,0,0,0,ללא,,4,במצב שמור,דירה, אשדוד,[],1,4,1,120,"1,490,000 ₪"
0,1,1,1,0,0,1,1,0,0,1,1,9,משופץ,דירה, אשדוד,"[' רובע י""ב']",0,4,7,120,"2,190,000 ₪"
0,1,1,1,0,1,1,1,1,0,1,2,13,משופץ,דירה, אשדוד,"[' רובע הקריה', ' הסיטי']",1,5.5,1,170,"2,800,000 ₪"
0,0,0,1,0,0,0,0,1,0,ללא,,4,משופץ,דירה, אשדוד,"["" רובע ג'""]",1,3.5,2,74,"1,450,000 ₪"
1,1,1,1,0,1,1,1,0,1,1,1,9,משופץ,דירה, אשדוד,"["" רובע א'""]",1,4,1,117,"2,050,000 ₪"
0,0,0,0,0,0,0,0,0,0,1,2,1,במצב שמור,דופלקס, אשדוד,"[' רובע י""ג']",1,5,1,135,"2,500,000 ₪"
1,1,0,1,0,0,1,0,0,0,ללא,,3,משופץ,דירה, אשדוד,"["" רובע ב'""]",1,4.5,2,104,"1,400,000 ₪"
0,1,1,0,0,0,0,1,0,0,1,1,6,דרוש שיפוץ,דירה, אשדוד,"["" רובע ה'""]",1,4,3,80,"1,750,000 ₪"
,,,,,0,,,0,,,,,,מגרשים,מגרשים,[],1,-,קרקע,125,"300,000 ₪"
0,1,1,0,0,0,1,0,0,0,2,2,1,משופץ,דופלקס, אשדוד,"[' רובע ט""ו']",1,5,1,175,"3,350,000 ₪"
0,1,1,0,1,1,1,1,0,1,1,1,4,משופץ,דירה, אשדוד,"[' רובע הקריה', ' הסיטי']",0,4,3,110,"1,910,000 ₪"
1,1,0,0,1,1,1,1,1,0,1,1,7,משופץ,דירה, אשדוד,"["" רובע ה'""]",0,3.5,5,110,"1,660,000 ₪"
0,1,1,0,1,0,1,0,1,0,2,2,,משופץ,בית פרטי/קוטג', אשדוד,"[' רובע ט""ו']",0,6,קרקע,590,לא צוין מחיר
0,0,0,0,0,0,0,0,0,0,3,3,,במצב שמור,בית פרטי/קוטג', אשדוד,"[' רובע ט""ו']",1,9,קרקע,1230,"12,000,000 ₪"
0,0,1,1,0,0,1,0,0,0,ללא,,4,במצב שמור,דירה, אשדוד,"["" רובע ט'""]",0,4,2,104,"1,700,000 ₪"
0,1,1,1,0,1,1,1,0,0,ללא,2,7,משופץ,דירה, אשדוד,"["" רובע ח'""]",0,4,1,112,"1,640,000 ₪"
0,0,0,0,0,0,0,1,0,0,ללא,,7,במצב שמור,דירה, אשדוד,"["" רובע ד'""]",0,4,3,90,"1,650,000 ₪"
0,0,0,0,0,0,1,0,0,1,ללא,,2,במצב שמור,דירת גן, אשדוד,"["" רובע י'""]",1,5,1,288,"2,850,000 ₪"
1,0,1,1,0,1,1,1,1,1,2,1,21,חדש,גג/פנטהאוז, אשדוד,"[' הקריה מע""ר']",0,5,20,280,"5,100,000 ₪"
0,1,1,1,1,1,1,1,1,1,1,1,7,במצב שמור,,,,0,,,,
0,1,1,1,1,1,1,1,1,1,1,1,6,במצב שמור,דירה, אשדוד,"[' רובע י""ב']",1,4.5,5,124,"2,090,000 ₪"
1,1,0,0,0,0,1,0,0,0,ללא,,3,משופץ,דירה, אשדוד,[],1,2.5,1,48,"1,260,000 ₪"
0,1,1,0,0,1,1,1,0,1,ללא,1,5,משופץ,דירה, אשדוד,[],0,4,4,125,"1,820,000 ₪"
0,1,1,1,1,1,1,1,1,1,1,,7,חדש,גג/פנטהאוז,גג/פנטהאוז,[],0,4,7,130,"2,100,000 ₪"
0,0,1,0,0,0,1,1,0,0,ללא,1,8,במצב שמור,דירה, אשדוד,"["" רובע ח'""]",1,5,2,141,"1,850,000 ₪"
0,1,1,0,0,1,1,1,1,1,1,1,8,במצב שמור,דופלקס, אשדוד,"[' רובע י""ב']",0,5,8,152,"3,250,000 ₪"
1,1,1,1,0,1,1,1,1,0,1,1,9,משופץ,דירה, אשדוד,[],1,4,3,130,"2,160,000 ₪"
0,1,1,0,0,1,1,1,1,1,1,1,14,חדש,דירה, אשדוד,[],1,4,5,140,"2,150,000 ₪"
0,1,1,0,0,1,1,1,1,1,1,3,7,משופץ,דירה, אשדוד,"[' רובע י""ב']",1,7,4,220,"3,200,000 ₪"
0,0,0,0,0,1,1,1,0,0,1,1,8,במצב שמור,דירה, אשדוד,"["" רובע ה'""]",1,4,8,110,"1,550,000 ₪"
0,0,1,0,0,1,1,1,0,0,1,1,9,במצב שמור,דירה, אשדוד,"["" רובע ח'""]",1,3.5,8,90,"1,450,000 ₪"
0,1,1,0,0,1,0,1,0,0,1,1,7,חדש מקבלן,דירת גן, אשדוד,[],1,3,קרקע,80,"1,360,000 ₪"
0,1,1,1,1,1,1,1,1,1,1,1,8,משופץ,דירה, אשדוד,"["" רובע ד'""]",1,5,1,128,"2,150,000 ₪"
1,1,1,1,1,1,1,1,1,1,1,,8,במצב שמור,דירה, אשדוד,"["" רובע ב'""]",1,3,8,78,"1,080,000 ₪"
0,1,1,1,1,1,1,1,1,1,1,1,,משופץ,בית פרטי/קוטג', אשדוד,[],1,8,קרקע,570,"5,790,000 ₪"
0,1,1,1,1,1,1,1,1,1,ללא,1,1,חדש,דירה, אשדוד,"["" רובע א'""]",0,3,1,89,"1,490,000 ₪"
0,1,1,0,0,1,1,1,0,0,ללא,,7,חדש מקבלן,דירה, אשדוד,"["" רובע ב'""]",0,4,5,105,"1,420,000 ₪"
0,1,1,1,1,1,1,1,1,1,ללא,,4,במצב שמור,דירה,דירה,[],1,2.5,1,60,"1,120,000 ₪"
1,1,1,0,0,0,1,1,1,0,1,1,20,במצב שמור,דירה, אשדוד,[' מרינה'],0,5,2,193,"3,220,000 ₪"
0,0,0,1,0,0,1,0,0,1,ללא,,3,דרוש שיפוץ,דירה, אשדוד,[],1,4,3,86,"1,230,000 ₪"
0,1,1,0,1,0,1,1,0,0,1,1,8,משופץ,דירה, אשדוד,[],1,5,6,140,"2,380,000 ₪"
0,0,0,1,0,1,1,1,0,1,2,,8,משופץ,דירה, אשדוד,"["" רובע ד'""]",1,4,1,130,"1,800,000 ₪"
0,1,1,1,1,1,1,1,1,1,ללא,,4,משופץ,דירה, אשדוד,"["" רובע ו'""]",1,3,קרקע,60,"1,200,000 ₪"
,,,,,0,,,0,,,,,,מגרשים,מגרשים,[],1,-,קרקע,100,"260,000 ₪"
,,,,,0,,,0,,,,,,מגרשים,מגרשים,[],1,-,קרקע,1000,"570,000 ₪"
,,,,,0,,,0,,,,,,מגרשים, אשדוד,"[' רובע י""ז']",1,-,קרקע,1000,"505,000 ₪"
0,0,1,1,0,1,1,1,1,0,3,1,24,חדש,דירה, אשדוד,"[' רובע ט""ז']",1,5,23,182,"3,850,000 ₪"
1,1,1,1,1,1,1,1,1,1,ללא,,4,במצב שמור,דירה, אשדוד,"["" רובע ח'""]",0,3,3,80,"1,200,000 ₪"
1,1,1,1,0,0,0,1,0,0,1,2,6,משופץ,דירה, אשדוד,"["" רובע ג'""]",0,4,1,117,"1,700,000 ₪"
1,1,1,0,0,1,1,1,1,0,1,2,15,במצב שמור,דירה, אשדוד,"[' רובע י""ב']",0,4,10,134,"2,050,000 ₪"
0,1,1,1,1,1,1,1,1,0,ללא,2,7,חדש,דירה, אשדוד,"["" רובע ד'""]",1,4,5,130,"1,790,000 ₪"
0,0,1,0,0,0,1,1,0,0,ללא,2,7,במצב שמור,דירה, אשדוד,"[' רובע ט""ו']",0,4,6,118,"2,100,000 ₪"
0,1,0,1,0,1,1,1,0,1,ללא,,7,משופץ,דירה, אשדוד,"["" רובע ד'""]",0,4,4,101,"1,550,000 ₪"
0,0,1,0,0,1,0,0,0,0,ללא,1,6,חדש מקבלן,דירת גן, אשדוד,"["" רובע ב'""]",0,2,קרקע,44,"970,000 ₪"
1,1,1,1,1,1,1,1,1,1,ללא,1,7,משופץ,דירה, אשדוד,"["" רובע ה'""]",1,4,2,100,"1,700,000 ₪"
1,1,1,1,1,1,1,1,1,1,ללא,,1,משופץ,דירה, אשדוד,"["" רובע ב'""]",0,2,1,48,"930,000 ₪"
1,0,0,1,1,1,1,1,0,1,1,1,6,במצב שמור,דירה, אשדוד,"["" רובע ג'""]",0,4,6,101,"1,370,000 ₪"
1,1,1,1,1,1,1,1,1,1,ללא,,4,במצב שמור,דירה, אשדוד,"["" רובע ח'""]",1,3,2,80,"1,180,000 ₪"
,,,,,1,,,1,,,,,,מגרשים,מגרשים,[],1,-,קרקע,250,"320,000 ₪"
0,0,0,0,0,0,1,0,0,0,1,1,8,משופץ,,,,0,,,,
1,1,1,1,1,1,1,1,1,1,1,1,7,במצב שמור,דירה, אשדוד,[],0,4,6,110,"1,470,000 ₪"
1,1,1,1,1,1,1,1,1,1,ללא,,3,במצב שמור,דירה, אשדוד,"["" רובע ב'""]",1,2.5,2,64,"980,000 ₪"
1,1,1,1,1,1,1,1,1,1,1,1,3,משופץ,גג/פנטהאוז, אשדוד,[],0,6,2,150,"2,600,000 ₪"
0,1,1,1,1,1,1,1,1,1,1,1,9,במצב שמור,דירה, אשדוד,"["" רובע ה'""]",1,4.5,8,120,"1,760,000 ₪"
0,0,0,0,0,0,1,0,0,0,ללא,,4,במצב שמור,דירה, אשדוד,[],1,-,3,96,"1,390,000 ₪"
0,1,1,1,1,1,1,1,1,1,ללא,1,7,במצב שמור,דירה, אשדוד,"["" רובע ג'""]",1,4,5,104,"1,650,000 ₪"
0,1,1,1,1,1,1,1,1,1,1,1,8,במצב שמור,דירה, אשדוד,"["" רובע א'""]",1,3,3,97,"1,530,000 ₪"
1,1,1,1,1,1,1,1,1,1,ללא,1,7,משופץ,דירה, אשדוד,"[' רובע י""ב']",1,4,1,130,"1,950,000 ₪"
1,,,,,,,,,,,,,,דירת גן,דירת גן,[],1,5,קרקע,170,"3,555,555 ₪"
1,1,1,1,1,1,1,1,1,1,ללא,,3,משופץ,דירה, אשדוד,[],1,3,3,82,"1,380,000 ₪"
1,1,1,1,1,1,1,1,1,1,1,1,2,משופץ,דופלקס, אשדוד,[],1,5,2,145,"2,100,000 ₪"
0,1,1,1,0,1,1,0,1,1,1,2,,משופץ,בית פרטי/קוטג', אשדוד,[],1,8,קרקע,340,"6,000,000 ₪"
1,1,1,1,1,1,1,1,1,1,2,1,17,משופץ,דירה, אשדוד,"[' רובע ט""ז']",0,6,13,150,"3,490,000 ₪"
1,1,1,1,1,1,1,1,1,1,ללא,1,8,במצב שמור,דירה, אשדוד,"[' רובע ט""ו']",0,4,3,145,"1,980,000 ₪"
1,1,1,1,1,1,1,1,1,1,1,1,15,משופץ,דירה,דירה,[],1,4,4,120,"2,080,000 ₪"
0,1,1,1,1,1,1,1,1,1,ללא,,8,משופץ,דירה, אשדוד,"["" רובע ד'""]",0,3.5,8,120,"1,490,000 ₪"
0,1,1,1,1,1,1,1,1,1,1,,3,משופץ,דירה, אשדוד,"["" רובע ב'""]",1,2.5,1,61,לא צוין מחיר
0,1,1,1,1,1,1,1,1,1,ללא,2,8,משופץ,דירה, אשדוד,"["" רובע ח'""]",1,3,8,125,"1,690,000 ₪"
0,1,1,1,1,1,1,1,1,1,1,1,24,חדש מקבלן,דירה,דירה,[],1,5,19,160,"2,890,000 ₪"
1,1,1,1,1,1,1,1,1,0,1,1,9,חדש,גג/פנטהאוז, אשדוד,"["" רובע א'""]",1,5,9,390,"4,650,000 ₪"
1,1,1,1,1,1,1,1,1,1,1,3,,במצב שמור,בית פרטי/קוטג', אשדוד,[],1,5,קרקע,140,"3,150,000 ₪"
1,1,0,0,0,0,1,0,0,0,1,1,3,משופץ,דירה, אשדוד,"["" רובע א'""]",1,3.5,3,90,"1,750,000 ₪"
1,1,1,1,1,1,1,1,1,1,1,,2,משופץ,דירה, אשדוד,"["" רובע י'""]",1,5,2,128,"1,930,000 ₪"
1,1,1,1,1,1,1,1,1,1,ללא,1,7,משופץ,דירה, אשדוד,"["" רובע א'""]",1,5,4,140,לא צוין מחיר
1,1,0,1,1,0,1,0,0,1,ללא,2,2,משופץ,דירת גן, אשדוד,"["" רובע י'""]",0,3,1,190,"2,100,000 ₪"
0,0,1,1,0,0,1,1,0,0,ללא,1,7,משופץ,דירה, אשדוד,"["" רובע א'""]",0,4,2,100,"1,650,000 ₪"
0,1,0,1,0,1,1,1,0,0,1,,9,משופץ,דירה, אשדוד,"["" רובע י'""]",0,3,6,85,"1,550,000 ₪"
0,1,0,0,0,0,0,1,0,0,1,,9,משופץ,דירה, אשדוד,"["" רובע א'""]",1,5,6,135,"1,650,000 ₪"
1,1,1,1,1,1,1,1,1,1,1,2,7,חדש,גג/פנטהאוז, אשדוד,"["" רובע ו'""]",0,3,7,97,"1,560,000 ₪"
1,1,0,1,0,0,1,0,0,1,3,,4,משופץ,דירה, אשדוד,"["" רובע ג'""]",0,3,1,65,"1,350,000 ₪"
1,1,1,1,1,0,1,1,1,0,1,1,8,משופץ,דירה, אשדוד,"[' רובע הקריה', ' הסיטי']",0,7,5,160,"2,750,000 ₪"
0,1,0,0,0,0,1,0,0,1,ללא,,2,משופץ,דירה, אשדוד,"["" רובע א'""]",1,2.5,1,50,"1,080,000 ₪"
1,1,1,1,0,0,1,1,0,0,ללא,,6,משופץ,דירה, אשדוד,"["" רובע א'""]",0,4,1,100,"1,600,000 ₪"
0,1,1,0,0,0,1,1,1,1,ללא,1,6,משופץ,דירה, אשדוד,"["" רובע ג'""]",0,3,3,98,"1,500,000 ₪"
1,1,1,1,1,1,1,1,1,1,1,1,7,חדש,דירה, אשדוד,"["" רובע ג'""]",1,4.5,6,136,"1,680,000 ₪"
0,0,0,0,0,0,0,0,0,0,1,,4,דרוש שיפוץ,דירה, אשדוד,"["" רובע ב'""]",1,2,קרקע,60,"940,000 ₪"
1,1,0,0,0,0,1,1,1,1,ללא,,5,משופץ,דירה, אשדוד,"["" רובע ג'""]",0,4,3,125,"1,700,000 ₪"
0,0,1,0,0,0,1,1,0,0,ללא,1,9,במצב שמור,דירה, אשדוד,"[' רובע י""א']",0,5.5,2,135,"2,450,000 ₪"
0,0,0,0,1,0,1,0,0,0,ללא,,4,במצב שמור,דירה, אשדוד,"["" רובע ו'""]",1,3,3,67,"1,250,000 ₪"
0,0,0,0,0,0,1,0,0,0,1,1,8,משופץ,,,,0,,,,
1,1,1,1,1,1,1,1,1,1,1,2,7,חדש מקבלן,דירה,דירה,[],1,4,5,96,"1,280,000 ₪"
1,1,1,1,1,1,1,1,1,1,ללא,2,7,חדש מקבלן,גג/פנטהאוז, אשדוד,[],1,4,7,94,"1,850,000 ₪"
1,1,1,1,1,1,1,1,1,1,1,1,8,במצב שמור,דירה, אשדוד,"[' רובע י""א']",1,4.5,6,126,"2,080,000 ₪"
0,1,0,0,0,1,1,1,0,0,1,2,9,משופץ,דירה, אשדוד,"["" רובע ה'""]",1,4,7,130,לא צוין מחיר
0,0,1,0,0,0,0,1,0,0,1,1,7,חדש מקבלן,דירת גן,דירת גן,[],1,3,קרקע,75,"1,460,000 ₪"
0,1,1,1,1,1,1,0,1,1,2,2,,משופץ,בית פרטי/קוטג', אשדוד,[],1,5,קרקע,550,לא צוין מחיר
0,1,1,1,1,1,1,1,1,1,1,1,18,משופץ,דירה, אשדוד,"[' רובע ט""ז']",1,4,8,132,לא צוין מחיר
1,1,1,0,0,1,1,1,0,1,ללא,1,7,משופץ,דירה, אשדוד,"["" רובע ה'""]",1,4.5,7,120,"1,880,000 ₪"
1,1,1,1,1,1,1,1,1,1,ללא,,4,משופץ,דירה, אשדוד,"["" רובע ה'""]",1,3,1,80,"1,390,000 ₪"
1,1,1,1,1,1,1,1,1,1,ללא,1,2,משופץ,דירה, אשדוד,"["" רובע י'""]",1,4,1,100,"1,620,000 ₪"
1,1,1,1,1,1,1,1,1,1,ללא,,4,במצב שמור,דירה, אשדוד,"["" רובע ח'""]",1,4,4,90,"1,380,000 ₪"
0,1,1,1,1,1,1,1,1,1,1,,8,משופץ,דירת גן, אשדוד,"[' רובע הקריה', ' הסיטי']",1,4,קרקע,225,"2,445,000 ₪"
1,1,1,1,1,1,1,1,1,1,1,2,6,משופץ,דירת גן, אשדוד,"[' רובע הקריה', ' הסיטי']",1,5,קרקע,175,"3,100,000 ₪"
1,1,1,1,1,1,1,1,1,1,1,,7,משופץ,דירה, אשדוד,[],1,4,5,120,"1,620,000 ₪"
1,1,1,1,1,1,1,1,1,1,1,,4,משופץ,דירה, אשדוד,"[' רובע י""ג']",1,5,3,113,"1,730,000 ₪"
0,1,1,1,1,1,1,1,1,1,1,1,7,במצב שמור,דירה,דירה,[],1,4,7,100,"1,380,000 ₪"
0,1,1,1,1,1,1,1,1,1,1,3,5,חדש,דירה,דירה,[],1,6,קרקע,לא צוין,"4,600,000 ₪"
0,1,1,1,1,1,1,1,1,1,1,2,10,במצב שמור,גג/פנטהאוז, אשדוד,[],1,6,9,208,"3,100,000 ₪"
0,1,1,1,1,1,1,1,1,1,ללא,1,8,במצב שמור,דירה, אשדוד,"[' רובע י""ב']",1,3.5,3,113,"1,989,000 ₪"
1,1,1,1,1,1,1,1,1,1,1,,7,משופץ,דירה, אשדוד,[],1,4,3,101,"1,380,000 ₪"
1,1,1,1,0,1,1,1,1,1,1,,10,במצב שמור,דירה, אשדוד,"["" רובע ט'""]",1,2,6,60,"1,100,000 ₪"
1,1,0,0,0,0,1,0,0,1,ללא,,4,משופץ,דירה, אשדוד,"["" רובע ב'""]",1,2.5,1,60,"1,129,000 ₪"
1,0,1,0,0,0,1,0,0,0,2,2,4,במצב שמור,דופלקס, אשדוד,"["" רובע ה'""]",1,6,2,210,"2,820,000 ₪"
0,0,0,0,0,1,1,0,0,1,ללא,,3,במצב שמור,דירת גן, אשדוד,"["" רובע ב'""]",1,3.5,קרקע,85,"1,190,000 ₪"
0,0,0,0,0,0,1,0,0,0,ללא,,4,משופץ,דירה, אשדוד,"["" רובע ד'""]",1,3.5,3,96,"1,600,000 ₪"
1,1,0,1,1,1,1,1,0,1,1,,7,משופץ,דירה, אשדוד,"["" רובע ד'""]",1,4,3,126,"1,570,000 ₪"
0,0,0,0,0,1,0,1,0,0,1,,6,דרוש שיפוץ,דירה, אשדוד,"["" רובע א'""]",1,4.5,5,140,"1,700,000 ₪"
0,1,1,1,0,0,1,0,0,0,1,2,2,משופץ,דופלקס, אשדוד,"["" רובע ט'""]",1,5,1,150,"2,500,000 ₪"
1,1,1,1,1,1,1,1,1,1,1,,9,משופץ,דירה, אשדוד,"[' רובע י""א']",1,4.5,2,122,"1,930,000 ₪"
0,1,1,1,0,0,1,0,0,0,1,3,1,משופץ,דופלקס, אשדוד,"[' רובע י""ב']",1,5.5,1,140,"3,300,000 ₪"
1,1,0,0,0,0,1,0,0,1,ללא,,4,משופץ,דירה, אשדוד,"["" רובע ג'""]",1,3,4,63,"1,180,000 ₪"
1,1,1,1,1,1,1,1,1,1,2,2,,משופץ,בית פרטי/קוטג', אשדוד,"[' רובע ט""ו']",1,5.5,קרקע,600,"10,000,000 ₪"
1,0,1,1,1,1,1,1,1,1,1,2,8,משופץ,גג/פנטהאוז, אשדוד,"[' רובע י""א']",0,7,8,254,"3,300,000 ₪"
1,0,1,1,0,0,1,1,0,1,ללא,2,7,חדש,דירה, אשדוד,"["" רובע ח'""]",0,4,6,104,"1,750,000 ₪"
1,1,1,1,1,1,1,1,1,1,1,1,4,במצב שמור,דירה, אשדוד,"[' רובע ט""ו']",1,5,1,170,לא צוין מחיר
